Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas386           Pavarde386          10   3    2    7    2    1    5    7    4    6    10   
Vardas387           Pavarde387          4    6    2    4    8    9    2    4    3    7    9    
Vardas388           Pavarde388          2    9    10   2    7    10   6    4    3    2    7    
Vardas389           Pavarde389          3    2    8    6    3    4    5    5    9    3    5    
Vardas390           Pavarde390          6    6    4    8    10   1    10   7    3    4    2    
Vardas391           Pavarde391          10   8    7    9    5    6    5    5    1    9    6    
Vardas392           Pavarde392          8    10   6    7    3    4    7    4    2    6    4    
Vardas393           Pavarde393          7    6    9    4    5    4    2    6    2    5    2    
Vardas394           Pavarde394          1    6    9    1    5    10   7    5    4    5    3    
Vardas395           Pavarde395          1    6    5    2    9    2    8    6    2    2    2    
Vardas396           Pavarde396          9    1    8    6    7    6    6    10   4    1    1    
Vardas397           Pavarde397          8    4    3    1    5    5    6    1    5    4    1    
Vardas398           Pavarde398          5    7    2    3    4    6    5    9    6    10   5    
Vardas399           Pavarde399          10   8    5    8    10   4    2    2    2    3    5    
Vardas400           Pavarde400          1    9    8    5    1    4    3    4    7    7    10   
Vardas401           Pavarde401          4    10   2    6    3    1    4    6    1    7    2    
Vardas402           Pavarde402          7    3    8    10   9    3    9    3    9    6    10   
Vardas403           Pavarde403          6    2    5    8    1    2    3    9    7    3    1    
Vardas404           Pavarde404          10   9    3    4    6    7    8    5    8    8    3    
Vardas405           Pavarde405          9    9    6    5    7    7    10   8    9    9    2    
Vardas406           Pavarde406          8    8    9    4    4    10   8    8    10   8    5    
Vardas407           Pavarde407          10   1    2    10   6    2    5    4    3    4    2    
Vardas408           Pavarde408          7    6    2    10   9    7    2    4    3    1    5    
Vardas409           Pavarde409          7    5    8    4    6    7    3    10   2    8    7    
Vardas410           Pavarde410          6    7    3    6    6    9    1    3    1    1    4    
Vardas411           Pavarde411          10   1    7    4    10   5    2    1    6    7    1    
Vardas412           Pavarde412          6    9    4    7    3    10   5    3    4    4    1    
Vardas413           Pavarde413          10   5    6    4    6    6    7    8    3    6    5    
Vardas414           Pavarde414          6    7    1    5    6    2    10   9    6    5    3    
Vardas415           Pavarde415          2    4    10   2    6    3    2    9    10   4    3    
Vardas416           Pavarde416          6    6    2    5    10   1    4    4    3    1    1    
Vardas417           Pavarde417          4    8    6    1    10   1    5    4    5    7    3    
Vardas418           Pavarde418          8    10   7    5    4    3    9    9    9    4    4    
Vardas419           Pavarde419          9    2    1    2    9    5    7    8    5    3    8    
Vardas420           Pavarde420          9    2    4    4    2    4    4    2    6    2    7    
Vardas421           Pavarde421          2    8    2    1    3    7    2    6    10   6    5    
Vardas422           Pavarde422          3    1    9    1    1    6    4    3    2    8    6    
Vardas423           Pavarde423          7    10   3    1    3    2    3    8    1    4    9    
Vardas424           Pavarde424          6    5    1    7    10   3    6    10   1    4    6    
Vardas425           Pavarde425          9    7    3    5    9    2    8    5    2    2    4    
Vardas426           Pavarde426          2    5    3    4    6    7    8    10   5    5    4    
Vardas427           Pavarde427          6    8    9    8    3    4    10   8    4    5    10   
Vardas428           Pavarde428          8    10   3    3    8    4    2    5    1    10   3    
Vardas429           Pavarde429          3    9    9    5    5    5    6    2    1    2    5    
Vardas430           Pavarde430          10   4    2    4    8    4    7    1    8    6    5    
Vardas431           Pavarde431          10   7    3    10   9    3    2    9    9    10   4    
Vardas432           Pavarde432          3    8    8    6    9    9    7    10   9    4    5    
Vardas433           Pavarde433          10   1    2    4    7    2    9    8    8    5    8    
Vardas434           Pavarde434          2    7    3    3    5    8    5    7    2    9    8    
Vardas435           Pavarde435          1    5    3    1    2    5    7    6    7    8    2    
Vardas436           Pavarde436          9    10   6    3    2    4    9    10   7    8    2    
Vardas437           Pavarde437          5    6    3    8    6    2    9    10   5    4    5    
Vardas438           Pavarde438          6    1    4    10   3    5    9    2    7    10   1    
Vardas439           Pavarde439          7    3    3    6    2    1    1    3    9    1    6    
Vardas440           Pavarde440          10   3    4    9    6    8    7    1    6    4    10   
Vardas441           Pavarde441          9    3    3    3    1    9    6    10   3    2    3    
Vardas442           Pavarde442          2    1    8    4    7    10   5    7    4    8    1    
Vardas443           Pavarde443          6    10   8    3    8    6    10   1    9    9    1    
Vardas444           Pavarde444          8    5    3    2    5    5    4    8    2    5    8    
Vardas445           Pavarde445          7    1    8    1    5    5    6    7    6    5    7    
Vardas446           Pavarde446          9    5    6    6    3    10   3    4    3    6    7    
Vardas447           Pavarde447          6    5    3    9    3    8    6    7    7    2    9    
Vardas448           Pavarde448          6    9    7    3    9    3    3    9    6    10   4    
Vardas449           Pavarde449          9    6    6    2    2    7    10   4    5    7    4    
Vardas450           Pavarde450          6    1    1    2    2    2    8    5    9    5    2    
Vardas451           Pavarde451          2    6    2    5    3    2    6    2    5    3    4    
Vardas452           Pavarde452          2    10   9    3    8    1    1    1    5    4    4    
Vardas453           Pavarde453          10   2    4    2    1    10   7    6    6    7    8    
Vardas454           Pavarde454          6    5    4    10   8    6    5    10   8    8    3    
Vardas455           Pavarde455          4    3    4    3    5    7    1    10   2    3    3    
Vardas456           Pavarde456          9    3    9    6    2    7    8    7    1    6    6    
Vardas457           Pavarde457          2    9    3    8    10   7    9    1    6    9    4    
Vardas458           Pavarde458          7    6    6    1    4    3    6    9    10   3    3    
Vardas459           Pavarde459          9    3    7    3    9    8    5    3    4    6    8    
Vardas460           Pavarde460          9    4    10   1    6    3    4    5    4    8    1    
Vardas461           Pavarde461          8    9    3    4    8    8    7    2    1    6    10   
Vardas462           Pavarde462          2    1    5    3    4    4    6    5    8    4    8    
Vardas463           Pavarde463          7    7    9    2    3    10   1    9    6    7    1    
